pair,dataset,video_id,gt_hr_bpm,roi_a,hr_a,err_a,roi_b,hr_b,err_b
forehead|left_cheek,DATASET_2,subject30,92.71101084812624,forehead,98.4375,5.726489151873764,left_cheek,98.4375,5.726489151873764
forehead|left_cheek,DATASET_2,subject31,78.23751603354712,forehead,77.34375,0.8937660335471236,left_cheek,77.34375,0.8937660335471236
forehead|left_cheek,DATASET_2,subject32,107.32875897688147,forehead,98.4375,8.891258976881474,left_cheek,98.4375,8.891258976881474
forehead|left_cheek,DATASET_2,subject33,117.17613806903452,forehead,119.53125,2.355111930965478,left_cheek,119.53125,2.355111930965478
forehead|left_cheek,DATASET_2,subject34,116.54664373464374,forehead,112.5,4.046643734643737,left_cheek,119.53125,2.9846062653562626
forehead|left_cheek,DATASET_2,subject36,119.0246247563353,forehead,119.53125,0.5066252436647005,left_cheek,119.53125,0.5066252436647005
forehead|left_cheek,DATASET_2,subject37,62.97210433070866,forehead,56.25,6.72210433070866,left_cheek,56.25,6.72210433070866
forehead|left_cheek,DATASET_2,subject38,109.99679024390242,forehead,105.46875,4.528040243902424,left_cheek,112.5,2.5032097560975757
forehead|left_cheek,DATASET_2,subject39,85.02252479135984,forehead,84.375,0.6475247913598423,left_cheek,84.375,0.6475247913598423
forehead|left_cheek,DATASET_2,subject4,112.27390350877194,forehead,105.46875,6.805153508771937,left_cheek,112.5,0.22609649122806275
forehead|left_cheek,DATASET_2,subject40,86.96957544378698,forehead,84.375,2.5945754437869795,left_cheek,84.375,2.5945754437869795
forehead|left_cheek,DATASET_2,subject41,100.77937997054492,forehead,98.4375,2.341879970544923,left_cheek,98.4375,2.341879970544923
forehead|left_cheek,DATASET_2,subject42,93.86798530852106,forehead,98.4375,4.569514691478943,left_cheek,98.4375,4.569514691478943
forehead|left_cheek,DATASET_2,subject43,97.04197660527626,forehead,98.4375,1.3955233947237389,left_cheek,98.4375,1.3955233947237389
forehead|left_cheek,DATASET_2,subject44,82.213154685176,forehead,77.34375,4.869404685175994,left_cheek,77.34375,4.869404685175994
forehead|left_cheek,DATASET_2,subject45,110.82009005905512,forehead,112.5,1.6799099409448814,left_cheek,112.5,1.6799099409448814
forehead|left_cheek,DATASET_2,subject46,96.68196032144651,forehead,91.40625,5.27571032144651,left_cheek,91.40625,5.27571032144651
forehead|left_cheek,DATASET_2,subject47,111.37760751359369,forehead,112.5,1.1223924864063122,left_cheek,105.46875,5.908857513593688
forehead|left_cheek,DATASET_2,subject48,87.41854959100205,forehead,91.40625,3.987700408997952,left_cheek,91.40625,3.987700408997952
forehead|left_cheek,DATASET_2,subject49,87.56820452310718,forehead,84.375,3.193204523107184,left_cheek,91.40625,3.838045476892816
forehead|left_cheek,DATASET_2,subject5,98.2769141935484,forehead,98.4375,0.16058580645160703,left_cheek,98.4375,0.16058580645160703
forehead|left_cheek,DATASET_2,subject8,111.24383283877349,forehead,112.5,1.2561671612265144,left_cheek,112.5,1.2561671612265144
forehead|left_cheek,DATASET_2,subject9,108.18640873015872,forehead,105.46875,2.7176587301587176,left_cheek,112.5,4.313591269841282
forehead|right_cheek,DATASET_1,10-gt,72.40833959429001,forehead,77.34375,4.9354104057099875,right_cheek,77.34375,4.9354104057099875
forehead|right_cheek,DATASET_1,11-gt,77.70466840312562,forehead,84.375,6.670331596874377,right_cheek,84.375,6.670331596874377
forehead|right_cheek,DATASET_1,12-gt,94.57115347583286,forehead,98.4375,3.8663465241671418,right_cheek,98.4375,3.8663465241671418
forehead|right_cheek,DATASET_1,5-gt,77.31705916140149,forehead,77.34375,0.026690838598511846,right_cheek,77.34375,0.026690838598511846
forehead|right_cheek,DATASET_1,6-gt,82.57338212634822,forehead,91.40625,8.832867873651779,right_cheek,91.40625,8.832867873651779
forehead|right_cheek,DATASET_1,7-gt,94.6833073322933,forehead,98.4375,3.754192667706704,right_cheek,98.4375,3.754192667706704
forehead|right_cheek,DATASET_1,8-gt,68.1259825327511,forehead,63.28125,4.844732532751095,right_cheek,63.28125,4.844732532751095
forehead|right_cheek,DATASET_1,after-exercise,113.85665388828039,forehead,112.5,1.3566538882803911,right_cheek,112.5,1.3566538882803911
forehead|right_cheek,DATASET_2,subject1,106.70456819650937,forehead,112.5,5.795431803490629,right_cheek,112.5,5.795431803490629
forehead|right_cheek,DATASET_2,subject10,109.80887351778657,forehead,119.53125,9.722376482213434,right_cheek,119.53125,9.722376482213434
forehead|right_cheek,DATASET_2,subject12,65.96596229260935,forehead,70.3125,4.346537707390652,right_cheek,70.3125,4.346537707390652
forehead|right_cheek,DATASET_2,subject13,107.10137115956393,forehead,112.5,5.398628840436075,right_cheek,112.5,5.398628840436075
forehead|right_cheek,DATASET_2,subject15,115.78668316831684,forehead,112.5,3.2866831683168414,right_cheek,112.5,3.2866831683168414
forehead|right_cheek,DATASET_2,subject16,91.79846341463414,forehead,91.40625,0.39221341463414205,right_cheek,91.40625,0.39221341463414205
forehead|right_cheek,DATASET_2,subject17,85.40310312805475,forehead,84.375,1.0281031280547523,right_cheek,84.375,1.0281031280547523
forehead|right_cheek,DATASET_2,subject22,101.79305561023622,forehead,105.46875,3.675694389763777,right_cheek,105.46875,3.675694389763777
forehead|right_cheek,DATASET_2,subject23,63.28856843718079,forehead,63.28125,0.007318437180792614,right_cheek,63.28125,0.007318437180792614
forehead|right_cheek,DATASET_2,subject3,101.17044419766795,forehead,91.40625,9.764194197667948,right_cheek,91.40625,9.764194197667948
forehead|right_cheek,DATASET_2,subject30,92.71101084812624,forehead,98.4375,5.726489151873764,right_cheek,98.4375,5.726489151873764
forehead|right_cheek,DATASET_2,subject31,78.23751603354712,forehead,77.34375,0.8937660335471236,right_cheek,77.34375,0.8937660335471236
forehead|right_cheek,DATASET_2,subject32,107.32875897688147,forehead,98.4375,8.891258976881474,right_cheek,98.4375,8.891258976881474
forehead|right_cheek,DATASET_2,subject33,117.17613806903452,forehead,119.53125,2.355111930965478,right_cheek,119.53125,2.355111930965478
forehead|right_cheek,DATASET_2,subject34,116.54664373464374,forehead,112.5,4.046643734643737,right_cheek,112.5,4.046643734643737
forehead|right_cheek,DATASET_2,subject36,119.0246247563353,forehead,119.53125,0.5066252436647005,right_cheek,119.53125,0.5066252436647005
forehead|right_cheek,DATASET_2,subject37,62.97210433070866,forehead,56.25,6.72210433070866,right_cheek,56.25,6.72210433070866
forehead|right_cheek,DATASET_2,subject38,109.99679024390242,forehead,105.46875,4.528040243902424,right_cheek,112.5,2.5032097560975757
forehead|right_cheek,DATASET_2,subject39,85.02252479135984,forehead,84.375,0.6475247913598423,right_cheek,84.375,0.6475247913598423
forehead|right_cheek,DATASET_2,subject4,112.27390350877194,forehead,105.46875,6.805153508771937,right_cheek,105.46875,6.805153508771937
forehead|right_cheek,DATASET_2,subject40,86.96957544378698,forehead,84.375,2.5945754437869795,right_cheek,84.375,2.5945754437869795
forehead|right_cheek,DATASET_2,subject41,100.77937997054492,forehead,98.4375,2.341879970544923,right_cheek,105.46875,4.689370029455077
forehead|right_cheek,DATASET_2,subject42,93.86798530852106,forehead,98.4375,4.569514691478943,right_cheek,98.4375,4.569514691478943
forehead|right_cheek,DATASET_2,subject43,97.04197660527626,forehead,98.4375,1.3955233947237389,right_cheek,98.4375,1.3955233947237389
forehead|right_cheek,DATASET_2,subject44,82.213154685176,forehead,77.34375,4.869404685175994,right_cheek,77.34375,4.869404685175994
forehead|right_cheek,DATASET_2,subject45,110.82009005905512,forehead,112.5,1.6799099409448814,right_cheek,112.5,1.6799099409448814
forehead|right_cheek,DATASET_2,subject46,96.68196032144651,forehead,91.40625,5.27571032144651,right_cheek,91.40625,5.27571032144651
forehead|right_cheek,DATASET_2,subject47,111.37760751359369,forehead,112.5,1.1223924864063122,right_cheek,112.5,1.1223924864063122
forehead|right_cheek,DATASET_2,subject48,87.41854959100205,forehead,91.40625,3.987700408997952,right_cheek,91.40625,3.987700408997952
forehead|right_cheek,DATASET_2,subject49,87.56820452310718,forehead,84.375,3.193204523107184,right_cheek,84.375,3.193204523107184
forehead|right_cheek,DATASET_2,subject5,98.2769141935484,forehead,98.4375,0.16058580645160703,right_cheek,98.4375,0.16058580645160703
forehead|right_cheek,DATASET_2,subject8,111.24383283877349,forehead,112.5,1.2561671612265144,right_cheek,112.5,1.2561671612265144
forehead|right_cheek,DATASET_2,subject9,108.18640873015872,forehead,105.46875,2.7176587301587176,right_cheek,105.46875,2.7176587301587176
forehead|chin,DATASET_1,10-gt,72.40833959429001,forehead,77.34375,4.9354104057099875,chin,77.34375,4.9354104057099875
forehead|chin,DATASET_1,11-gt,77.70466840312562,forehead,84.375,6.670331596874377,chin,84.375,6.670331596874377
forehead|chin,DATASET_1,12-gt,94.57115347583286,forehead,98.4375,3.8663465241671418,chin,98.4375,3.8663465241671418
forehead|chin,DATASET_1,5-gt,77.31705916140149,forehead,77.34375,0.026690838598511846,chin,77.34375,0.026690838598511846
forehead|chin,DATASET_1,6-gt,82.57338212634822,forehead,91.40625,8.832867873651779,chin,91.40625,8.832867873651779
forehead|chin,DATASET_1,7-gt,94.6833073322933,forehead,98.4375,3.754192667706704,chin,98.4375,3.754192667706704
forehead|chin,DATASET_1,8-gt,68.1259825327511,forehead,63.28125,4.844732532751095,chin,63.28125,4.844732532751095
forehead|chin,DATASET_1,after-exercise,113.85665388828039,forehead,112.5,1.3566538882803911,chin,119.53125,5.674596111719609
forehead|chin,DATASET_2,subject1,106.70456819650937,forehead,112.5,5.795431803490629,chin,112.5,5.795431803490629
forehead|chin,DATASET_2,subject10,109.80887351778657,forehead,119.53125,9.722376482213434,chin,119.53125,9.722376482213434
forehead|chin,DATASET_2,subject12,65.96596229260935,forehead,70.3125,4.346537707390652,chin,70.3125,4.346537707390652
forehead|chin,DATASET_2,subject13,107.10137115956393,forehead,112.5,5.398628840436075,chin,112.5,5.398628840436075
forehead|chin,DATASET_2,subject15,115.78668316831684,forehead,112.5,3.2866831683168414,chin,112.5,3.2866831683168414
forehead|chin,DATASET_2,subject16,91.79846341463414,forehead,91.40625,0.39221341463414205,chin,91.40625,0.39221341463414205
forehead|chin,DATASET_2,subject17,85.40310312805475,forehead,84.375,1.0281031280547523,chin,84.375,1.0281031280547523
forehead|chin,DATASET_2,subject22,101.79305561023622,forehead,105.46875,3.675694389763777,chin,98.4375,3.355555610236223
forehead|chin,DATASET_2,subject23,63.28856843718079,forehead,63.28125,0.007318437180792614,chin,63.28125,0.007318437180792614
forehead|chin,DATASET_2,subject3,101.17044419766795,forehead,91.40625,9.764194197667948,chin,91.40625,9.764194197667948
forehead|chin,DATASET_2,subject30,92.71101084812624,forehead,98.4375,5.726489151873764,chin,98.4375,5.726489151873764
forehead|chin,DATASET_2,subject31,78.23751603354712,forehead,77.34375,0.8937660335471236,chin,77.34375,0.8937660335471236
forehead|chin,DATASET_2,subject33,117.17613806903452,forehead,119.53125,2.355111930965478,chin,119.53125,2.355111930965478
forehead|chin,DATASET_2,subject34,116.54664373464374,forehead,112.5,4.046643734643737,chin,119.53125,2.9846062653562626
forehead|chin,DATASET_2,subject36,119.0246247563353,forehead,119.53125,0.5066252436647005,chin,119.53125,0.5066252436647005
forehead|chin,DATASET_2,subject37,62.97210433070866,forehead,56.25,6.72210433070866,chin,56.25,6.72210433070866
forehead|chin,DATASET_2,subject38,109.99679024390242,forehead,105.46875,4.528040243902424,chin,112.5,2.5032097560975757
forehead|chin,DATASET_2,subject39,85.02252479135984,forehead,84.375,0.6475247913598423,chin,84.375,0.6475247913598423
forehead|chin,DATASET_2,subject4,112.27390350877194,forehead,105.46875,6.805153508771937,chin,105.46875,6.805153508771937
forehead|chin,DATASET_2,subject40,86.96957544378698,forehead,84.375,2.5945754437869795,chin,84.375,2.5945754437869795
forehead|chin,DATASET_2,subject42,93.86798530852106,forehead,98.4375,4.569514691478943,chin,98.4375,4.569514691478943
forehead|chin,DATASET_2,subject43,97.04197660527626,forehead,98.4375,1.3955233947237389,chin,98.4375,1.3955233947237389
forehead|chin,DATASET_2,subject44,82.213154685176,forehead,77.34375,4.869404685175994,chin,77.34375,4.869404685175994
forehead|chin,DATASET_2,subject45,110.82009005905512,forehead,112.5,1.6799099409448814,chin,112.5,1.6799099409448814
forehead|chin,DATASET_2,subject46,96.68196032144651,forehead,91.40625,5.27571032144651,chin,91.40625,5.27571032144651
forehead|chin,DATASET_2,subject47,111.37760751359369,forehead,112.5,1.1223924864063122,chin,112.5,1.1223924864063122
forehead|chin,DATASET_2,subject48,87.41854959100205,forehead,91.40625,3.987700408997952,chin,91.40625,3.987700408997952
forehead|chin,DATASET_2,subject49,87.56820452310718,forehead,84.375,3.193204523107184,chin,84.375,3.193204523107184
forehead|chin,DATASET_2,subject5,98.2769141935484,forehead,98.4375,0.16058580645160703,chin,98.4375,0.16058580645160703
forehead|chin,DATASET_2,subject8,111.24383283877349,forehead,112.5,1.2561671612265144,chin,112.5,1.2561671612265144
forehead|chin,DATASET_2,subject9,108.18640873015872,forehead,105.46875,2.7176587301587176,chin,112.5,4.313591269841282
left_cheek|right_cheek,DATASET_1,10-gt,72.40833959429001,left_cheek,77.34375,4.9354104057099875,right_cheek,77.34375,4.9354104057099875
left_cheek|right_cheek,DATASET_1,11-gt,77.70466840312562,left_cheek,84.375,6.670331596874377,right_cheek,84.375,6.670331596874377
left_cheek|right_cheek,DATASET_1,12-gt,94.57115347583286,left_cheek,98.4375,3.8663465241671418,right_cheek,98.4375,3.8663465241671418
left_cheek|right_cheek,DATASET_1,5-gt,77.31705916140149,left_cheek,77.34375,0.026690838598511846,right_cheek,77.34375,0.026690838598511846
left_cheek|right_cheek,DATASET_1,6-gt,82.57338212634822,left_cheek,91.40625,8.832867873651779,right_cheek,91.40625,8.832867873651779
left_cheek|right_cheek,DATASET_1,7-gt,94.6833073322933,left_cheek,98.4375,3.754192667706704,right_cheek,98.4375,3.754192667706704
left_cheek|right_cheek,DATASET_1,8-gt,68.1259825327511,left_cheek,63.28125,4.844732532751095,right_cheek,63.28125,4.844732532751095
left_cheek|right_cheek,DATASET_1,after-exercise,113.85665388828039,left_cheek,112.5,1.3566538882803911,right_cheek,112.5,1.3566538882803911
left_cheek|right_cheek,DATASET_2,subject1,106.70456819650937,left_cheek,112.5,5.795431803490629,right_cheek,112.5,5.795431803490629
left_cheek|right_cheek,DATASET_2,subject10,109.80887351778657,left_cheek,119.53125,9.722376482213434,right_cheek,119.53125,9.722376482213434
left_cheek|right_cheek,DATASET_2,subject12,65.96596229260935,left_cheek,70.3125,4.346537707390652,right_cheek,70.3125,4.346537707390652
left_cheek|right_cheek,DATASET_2,subject13,107.10137115956393,left_cheek,112.5,5.398628840436075,right_cheek,112.5,5.398628840436075
left_cheek|right_cheek,DATASET_2,subject15,115.78668316831684,left_cheek,112.5,3.2866831683168414,right_cheek,112.5,3.2866831683168414
left_cheek|right_cheek,DATASET_2,subject16,91.79846341463414,left_cheek,91.40625,0.39221341463414205,right_cheek,91.40625,0.39221341463414205
left_cheek|right_cheek,DATASET_2,subject17,85.40310312805475,left_cheek,84.375,1.0281031280547523,right_cheek,84.375,1.0281031280547523
left_cheek|right_cheek,DATASET_2,subject22,101.79305561023622,left_cheek,105.46875,3.675694389763777,right_cheek,105.46875,3.675694389763777
left_cheek|right_cheek,DATASET_2,subject23,63.28856843718079,left_cheek,63.28125,0.007318437180792614,right_cheek,63.28125,0.007318437180792614
left_cheek|right_cheek,DATASET_2,subject3,101.17044419766795,left_cheek,91.40625,9.764194197667948,right_cheek,91.40625,9.764194197667948
left_cheek|right_cheek,DATASET_2,subject30,92.71101084812624,left_cheek,98.4375,5.726489151873764,right_cheek,98.4375,5.726489151873764
left_cheek|right_cheek,DATASET_2,subject31,78.23751603354712,left_cheek,77.34375,0.8937660335471236,right_cheek,77.34375,0.8937660335471236
left_cheek|right_cheek,DATASET_2,subject32,107.32875897688147,left_cheek,98.4375,8.891258976881474,right_cheek,98.4375,8.891258976881474
left_cheek|right_cheek,DATASET_2,subject33,117.17613806903452,left_cheek,119.53125,2.355111930965478,right_cheek,119.53125,2.355111930965478
left_cheek|right_cheek,DATASET_2,subject34,116.54664373464374,left_cheek,119.53125,2.9846062653562626,right_cheek,112.5,4.046643734643737
left_cheek|right_cheek,DATASET_2,subject36,119.0246247563353,left_cheek,119.53125,0.5066252436647005,right_cheek,119.53125,0.5066252436647005
left_cheek|right_cheek,DATASET_2,subject37,62.97210433070866,left_cheek,56.25,6.72210433070866,right_cheek,56.25,6.72210433070866
left_cheek|right_cheek,DATASET_2,subject38,109.99679024390242,left_cheek,112.5,2.5032097560975757,right_cheek,112.5,2.5032097560975757
left_cheek|right_cheek,DATASET_2,subject39,85.02252479135984,left_cheek,84.375,0.6475247913598423,right_cheek,84.375,0.6475247913598423
left_cheek|right_cheek,DATASET_2,subject4,112.27390350877194,left_cheek,112.5,0.22609649122806275,right_cheek,105.46875,6.805153508771937
left_cheek|right_cheek,DATASET_2,subject40,86.96957544378698,left_cheek,84.375,2.5945754437869795,right_cheek,84.375,2.5945754437869795
left_cheek|right_cheek,DATASET_2,subject41,100.77937997054492,left_cheek,98.4375,2.341879970544923,right_cheek,105.46875,4.689370029455077
left_cheek|right_cheek,DATASET_2,subject42,93.86798530852106,left_cheek,98.4375,4.569514691478943,right_cheek,98.4375,4.569514691478943
left_cheek|right_cheek,DATASET_2,subject43,97.04197660527626,left_cheek,98.4375,1.3955233947237389,right_cheek,98.4375,1.3955233947237389
left_cheek|right_cheek,DATASET_2,subject44,82.213154685176,left_cheek,77.34375,4.869404685175994,right_cheek,77.34375,4.869404685175994
left_cheek|right_cheek,DATASET_2,subject45,110.82009005905512,left_cheek,112.5,1.6799099409448814,right_cheek,112.5,1.6799099409448814
left_cheek|right_cheek,DATASET_2,subject46,96.68196032144651,left_cheek,91.40625,5.27571032144651,right_cheek,91.40625,5.27571032144651
left_cheek|right_cheek,DATASET_2,subject47,111.37760751359369,left_cheek,105.46875,5.908857513593688,right_cheek,112.5,1.1223924864063122
left_cheek|right_cheek,DATASET_2,subject48,87.41854959100205,left_cheek,91.40625,3.987700408997952,right_cheek,91.40625,3.987700408997952
left_cheek|right_cheek,DATASET_2,subject49,87.56820452310718,left_cheek,91.40625,3.838045476892816,right_cheek,84.375,3.193204523107184
left_cheek|right_cheek,DATASET_2,subject5,98.2769141935484,left_cheek,98.4375,0.16058580645160703,right_cheek,98.4375,0.16058580645160703
left_cheek|right_cheek,DATASET_2,subject8,111.24383283877349,left_cheek,112.5,1.2561671612265144,right_cheek,112.5,1.2561671612265144
left_cheek|right_cheek,DATASET_2,subject9,108.18640873015872,left_cheek,112.5,4.313591269841282,right_cheek,105.46875,2.7176587301587176
left_cheek|chin,DATASET_1,10-gt,72.40833959429001,left_cheek,77.34375,4.9354104057099875,chin,77.34375,4.9354104057099875
left_cheek|chin,DATASET_1,11-gt,77.70466840312562,left_cheek,84.375,6.670331596874377,chin,84.375,6.670331596874377
left_cheek|chin,DATASET_1,12-gt,94.57115347583286,left_cheek,98.4375,3.8663465241671418,chin,98.4375,3.8663465241671418
left_cheek|chin,DATASET_1,5-gt,77.31705916140149,left_cheek,77.34375,0.026690838598511846,chin,77.34375,0.026690838598511846
left_cheek|chin,DATASET_1,6-gt,82.57338212634822,left_cheek,91.40625,8.832867873651779,chin,91.40625,8.832867873651779
left_cheek|chin,DATASET_1,7-gt,94.6833073322933,left_cheek,98.4375,3.754192667706704,chin,98.4375,3.754192667706704
left_cheek|chin,DATASET_1,8-gt,68.1259825327511,left_cheek,63.28125,4.844732532751095,chin,63.28125,4.844732532751095
left_cheek|chin,DATASET_1,after-exercise,113.85665388828039,left_cheek,112.5,1.3566538882803911,chin,119.53125,5.674596111719609
left_cheek|chin,DATASET_2,subject1,106.70456819650937,left_cheek,112.5,5.795431803490629,chin,112.5,5.795431803490629
left_cheek|chin,DATASET_2,subject10,109.80887351778657,left_cheek,119.53125,9.722376482213434,chin,119.53125,9.722376482213434
left_cheek|chin,DATASET_2,subject12,65.96596229260935,left_cheek,70.3125,4.346537707390652,chin,70.3125,4.346537707390652
left_cheek|chin,DATASET_2,subject13,107.10137115956393,left_cheek,112.5,5.398628840436075,chin,112.5,5.398628840436075
left_cheek|chin,DATASET_2,subject15,115.78668316831684,left_cheek,112.5,3.2866831683168414,chin,112.5,3.2866831683168414
left_cheek|chin,DATASET_2,subject16,91.79846341463414,left_cheek,91.40625,0.39221341463414205,chin,91.40625,0.39221341463414205
left_cheek|chin,DATASET_2,subject17,85.40310312805475,left_cheek,84.375,1.0281031280547523,chin,84.375,1.0281031280547523
left_cheek|chin,DATASET_2,subject22,101.79305561023622,left_cheek,105.46875,3.675694389763777,chin,98.4375,3.355555610236223
left_cheek|chin,DATASET_2,subject23,63.28856843718079,left_cheek,63.28125,0.007318437180792614,chin,63.28125,0.007318437180792614
left_cheek|chin,DATASET_2,subject3,101.17044419766795,left_cheek,91.40625,9.764194197667948,chin,91.40625,9.764194197667948
left_cheek|chin,DATASET_2,subject30,92.71101084812624,left_cheek,98.4375,5.726489151873764,chin,98.4375,5.726489151873764
left_cheek|chin,DATASET_2,subject31,78.23751603354712,left_cheek,77.34375,0.8937660335471236,chin,77.34375,0.8937660335471236
left_cheek|chin,DATASET_2,subject33,117.17613806903452,left_cheek,119.53125,2.355111930965478,chin,119.53125,2.355111930965478
left_cheek|chin,DATASET_2,subject34,116.54664373464374,left_cheek,119.53125,2.9846062653562626,chin,119.53125,2.9846062653562626
left_cheek|chin,DATASET_2,subject36,119.0246247563353,left_cheek,119.53125,0.5066252436647005,chin,119.53125,0.5066252436647005
left_cheek|chin,DATASET_2,subject37,62.97210433070866,left_cheek,56.25,6.72210433070866,chin,56.25,6.72210433070866
left_cheek|chin,DATASET_2,subject38,109.99679024390242,left_cheek,112.5,2.5032097560975757,chin,112.5,2.5032097560975757
left_cheek|chin,DATASET_2,subject39,85.02252479135984,left_cheek,84.375,0.6475247913598423,chin,84.375,0.6475247913598423
left_cheek|chin,DATASET_2,subject4,112.27390350877194,left_cheek,112.5,0.22609649122806275,chin,105.46875,6.805153508771937
left_cheek|chin,DATASET_2,subject40,86.96957544378698,left_cheek,84.375,2.5945754437869795,chin,84.375,2.5945754437869795
left_cheek|chin,DATASET_2,subject42,93.86798530852106,left_cheek,98.4375,4.569514691478943,chin,98.4375,4.569514691478943
left_cheek|chin,DATASET_2,subject43,97.04197660527626,left_cheek,98.4375,1.3955233947237389,chin,98.4375,1.3955233947237389
left_cheek|chin,DATASET_2,subject44,82.213154685176,left_cheek,77.34375,4.869404685175994,chin,77.34375,4.869404685175994
left_cheek|chin,DATASET_2,subject45,110.82009005905512,left_cheek,112.5,1.6799099409448814,chin,112.5,1.6799099409448814
left_cheek|chin,DATASET_2,subject46,96.68196032144651,left_cheek,91.40625,5.27571032144651,chin,91.40625,5.27571032144651
left_cheek|chin,DATASET_2,subject47,111.37760751359369,left_cheek,105.46875,5.908857513593688,chin,112.5,1.1223924864063122
left_cheek|chin,DATASET_2,subject48,87.41854959100205,left_cheek,91.40625,3.987700408997952,chin,91.40625,3.987700408997952
left_cheek|chin,DATASET_2,subject49,87.56820452310718,left_cheek,91.40625,3.838045476892816,chin,84.375,3.193204523107184
left_cheek|chin,DATASET_2,subject5,98.2769141935484,left_cheek,98.4375,0.16058580645160703,chin,98.4375,0.16058580645160703
left_cheek|chin,DATASET_2,subject8,111.24383283877349,left_cheek,112.5,1.2561671612265144,chin,112.5,1.2561671612265144
left_cheek|chin,DATASET_2,subject9,108.18640873015872,left_cheek,112.5,4.313591269841282,chin,112.5,4.313591269841282
right_cheek|chin,DATASET_1,10-gt,72.40833959429001,right_cheek,77.34375,4.9354104057099875,chin,77.34375,4.9354104057099875
right_cheek|chin,DATASET_1,11-gt,77.70466840312562,right_cheek,84.375,6.670331596874377,chin,84.375,6.670331596874377
right_cheek|chin,DATASET_1,12-gt,94.57115347583286,right_cheek,98.4375,3.8663465241671418,chin,98.4375,3.8663465241671418
right_cheek|chin,DATASET_1,5-gt,77.31705916140149,right_cheek,77.34375,0.026690838598511846,chin,77.34375,0.026690838598511846
right_cheek|chin,DATASET_1,6-gt,82.57338212634822,right_cheek,91.40625,8.832867873651779,chin,91.40625,8.832867873651779
right_cheek|chin,DATASET_1,7-gt,94.6833073322933,right_cheek,98.4375,3.754192667706704,chin,98.4375,3.754192667706704
right_cheek|chin,DATASET_1,8-gt,68.1259825327511,right_cheek,63.28125,4.844732532751095,chin,63.28125,4.844732532751095
right_cheek|chin,DATASET_1,after-exercise,113.85665388828039,right_cheek,112.5,1.3566538882803911,chin,119.53125,5.674596111719609
right_cheek|chin,DATASET_2,subject1,106.70456819650937,right_cheek,112.5,5.795431803490629,chin,112.5,5.795431803490629
right_cheek|chin,DATASET_2,subject10,109.80887351778657,right_cheek,119.53125,9.722376482213434,chin,119.53125,9.722376482213434
right_cheek|chin,DATASET_2,subject12,65.96596229260935,right_cheek,70.3125,4.346537707390652,chin,70.3125,4.346537707390652
right_cheek|chin,DATASET_2,subject13,107.10137115956393,right_cheek,112.5,5.398628840436075,chin,112.5,5.398628840436075
right_cheek|chin,DATASET_2,subject15,115.78668316831684,right_cheek,112.5,3.2866831683168414,chin,112.5,3.2866831683168414
right_cheek|chin,DATASET_2,subject16,91.79846341463414,right_cheek,91.40625,0.39221341463414205,chin,91.40625,0.39221341463414205
